P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,OF,Lourdes Gurriel Jr. (43854543),Lourdes Gurriel Jr.,43854543,OF,2900,ARI@BOS 08/17/2026 07:10PM ET,ARI,4.96
,,,,,,,,,,,OF/SS,Ryan Kreidler (43854441),Ryan Kreidler,43854441,SS/OF,2900,ATL@MIN 08/17/2026 07:40PM ET,MIN,4.53
,,,,,,,,,,,1B/C,Victor Caratini (43854445),Victor Caratini,43854445,C/1B,2900,ATL@MIN 08/17/2026 07:40PM ET,MIN,5.21
,,,,,,,,,,,C,Hunter Feduccia (43854450),Hunter Feduccia,43854450,C,2900,LAD@COL 08/17/2026 08:40PM ET,LAD,3.56
,,,,,,,,,,,2B/3B,Hao-Yu Lee (43854443),Hao-Yu Lee,43854443,2B/3B,2900,DET@PIT 08/17/2026 07:05PM ET,DET,4.46
,,,,,,,,,,,OF,Ronny Simon (43854447),Ronny Simon,43854447,OF,2900,DET@PIT 08/17/2026 07:05PM ET,PIT,5.56
,,,,,,,,,,,OF,Tristan Peters (43854451),Tristan Peters,43854451,OF,2900,CWS@CHC 08/17/2026 08:05PM ET,CWS,5.5
,,,,,,,,,,,1B,Tyler Locklear (43854455),Tyler Locklear,43854455,1B,2800,ARI@BOS 08/17/2026 07:10PM ET,ARI,5.73
,,,,,,,,,,,3B,Max Muncy (43854453),Max Muncy,43854453,3B,2800,ATH@KC 08/17/2026 07:40PM ET,ATH,5.52
,,,,,,,,,,,C,Brian Serven (43854457),Brian Serven,43854457,C,2800,ATH@KC 08/17/2026 07:40PM ET,ATH,4.17
,,,,,,,,,,,SS,Jacob Gonzalez (43854454),Jacob Gonzalez,43854454,SS,2800,DET@PIT 08/17/2026 07:05PM ET,PIT,5.21
,,,,,,,,,,,OF,Zach McKinstry (43854456),Zach McKinstry,43854456,OF,2800,DET@PIT 08/17/2026 07:05PM ET,DET,4.57
,,,,,,,,,,,C,Eric Haase (43854544),Eric Haase,43854544,C,2800,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.07
,,,,,,,,,,,2B,Jake Cronenworth (43854452),Jake Cronenworth,43854452,2B,2800,SD@NYM 08/17/2026 07:10PM ET,SD,5.53
,,,,,,,,,,,3B/OF,Miguel Andujar (43854545),Miguel Andujar,43854545,3B/OF,2800,SD@NYM 08/17/2026 07:10PM ET,SD,5.45
,,,,,,,,,,,OF,Tommy Troy (43854549),Tommy Troy,43854549,OF,2700,ARI@BOS 08/17/2026 07:10PM ET,ARI,5.46
,,,,,,,,,,,SS,Kaelen Culpepper (43854464),Kaelen Culpepper,43854464,SS,2700,ATL@MIN 08/17/2026 07:40PM ET,MIN,6.14
,,,,,,,,,,,OF,Matt Wallner (43854550),Matt Wallner,43854550,OF,2700,ATL@MIN 08/17/2026 07:40PM ET,MIN,5.06
,,,,,,,,,,,C,Ben Rortvedt (43854462),Ben Rortvedt,43854462,C,2700,LAD@COL 08/17/2026 08:40PM ET,LAD,1.14
,,,,,,,,,,,2B,Adael Amador (43854463),Adael Amador,43854463,2B,2700,LAD@COL 08/17/2026 08:40PM ET,COL,13
,,,,,,,,,,,OF,Starling Marte (43854459),Starling Marte,43854459,OF,2700,ATH@KC 08/17/2026 07:40PM ET,KC,3.88
,,,,,,,,,,,OF,Ben Malgeri (43854461),Ben Malgeri,43854461,OF,2700,DET@PIT 08/17/2026 07:05PM ET,DET,4.48
,,,,,,,,,,,OF,Matt Vierling (43854548),Matt Vierling,43854548,OF,2700,DET@PIT 08/17/2026 07:05PM ET,DET,4.50
,,,,,,,,,,,SS,Konnor Griffin (43854551),Konnor Griffin,43854551,SS,2700,DET@PIT 08/17/2026 07:05PM ET,PIT,8.66
,,,,,,,,,,,C,Joey Bart (43854547),Joey Bart,43854547,C,2700,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.32
,,,,,,,,,,,1B,Jared Young (43854458),Jared Young,43854458,1B,2700,SD@NYM 08/17/2026 07:10PM ET,NYM,5.84
,,,,,,,,,,,OF,Gavin Sheets (43854460),Gavin Sheets,43854460,OF,2700,SD@NYM 08/17/2026 07:10PM ET,SD,5.69
,,,,,,,,,,,C,Mickey Gasper (43854553),Mickey Gasper,43854553,C,2600,ARI@BOS 08/17/2026 07:10PM ET,BOS,4.38
,,,,,,,,,,,SS,Jim Jarvis (43854471),Jim Jarvis,43854471,SS,2600,ATL@MIN 08/17/2026 07:40PM ET,ATL,4.2
,,,,,,,,,,,OF,Brewer Hicklen (43854554),Brewer Hicklen,43854554,OF,2600,ATL@MIN 08/17/2026 07:40PM ET,ATL,6.62
,,,,,,,,,,,OF,Corey Julks (43854469),Corey Julks,43854469,OF,2600,DET@PIT 08/17/2026 07:05PM ET,DET,3.5
,,,,,,,,,,,C,Jake Rogers (43854470),Jake Rogers,43854470,C,2600,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.23
,,,,,,,,,,,OF,Brooks Baldwin (43854552),Brooks Baldwin,43854552,OF,2600,CWS@CHC 08/17/2026 08:05PM ET,CWS,0
,,,,,,,,,,,C,Luis Torrens (43854465),Luis Torrens,43854465,C,2600,SD@NYM 08/17/2026 07:10PM ET,NYM,5
,,,,,,,,,,,OF,Austin Hays (43854466),Austin Hays,43854466,OF,2600,SD@NYM 08/17/2026 07:10PM ET,SD,5.56
,,,,,,,,,,,1B/3B,Gabriel Arias (43854467),Gabriel Arias,43854467,1B/3B,2600,SD@NYM 08/17/2026 07:10PM ET,NYM,4.91
,,,,,,,,,,,C,Connor Wong (43854473),Connor Wong,43854473,C,2500,ARI@BOS 08/17/2026 07:10PM ET,BOS,4.97
,,,,,,,,,,,2B/SS,Isiah Kiner-Falefa (43854556),Isiah Kiner-Falefa,43854556,2B/SS,2500,ARI@BOS 08/17/2026 07:10PM ET,BOS,5.19
,,,,,,,,,,,OF,Alan Roden (43854476),Alan Roden,43854476,OF,2500,ATL@MIN 08/17/2026 07:40PM ET,MIN,3.88
,,,,,,,,,,,OF,Kyle Isbel (43854472),Kyle Isbel,43854472,OF,2500,ATH@KC 08/17/2026 07:40PM ET,KC,4.52
,,,,,,,,,,,1B/3B,Tommy White (43854474),Tommy White,43854474,1B/3B,2500,ATH@KC 08/17/2026 07:40PM ET,ATH,4.65
,,,,,,,,,,,OF,Wenceel Perez (43854555),Wenceel Perez,43854555,OF,2500,DET@PIT 08/17/2026 07:05PM ET,DET,5.09
,,,,,,,,,,,OF,Jhostynxon Garcia (43854559),Jhostynxon Garcia,43854559,OF,2500,DET@PIT 08/17/2026 07:05PM ET,PIT,1.9
,,,,,,,,,,,SS,Luisangel Acuna (43854477),Luisangel Acuna,43854477,SS,2500,CWS@CHC 08/17/2026 08:05PM ET,CWS,3.61
,,,,,,,,,,,OF,Matt Shaw (43854558),Matt Shaw,43854558,OF,2500,CWS@CHC 08/17/2026 08:05PM ET,CHC,4.93
,,,,,,,,,,,OF,Eli White (43854481),Eli White,43854481,OF,2400,ARI@BOS 08/17/2026 07:10PM ET,BOS,3.80
,,,,,,,,,,,3B/SS,Jared Triolo (43854479),Jared Triolo,43854479,3B/SS,2400,DET@PIT 08/17/2026 07:05PM ET,PIT,4.76
,,,,,,,,,,,OF,Parker Meadows (43854560),Parker Meadows,43854560,OF,2400,DET@PIT 08/17/2026 07:05PM ET,DET,5.42
,,,,,,,,,,,SS,Trey Sweeney (43854561),Trey Sweeney,43854561,SS,2400,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,OF,James Outman (43854562),James Outman,43854562,OF,2400,DET@PIT 08/17/2026 07:05PM ET,DET,2.87
,,,,,,,,,,,C,Freddy Fermin (43854478),Freddy Fermin,43854478,C,2400,SD@NYM 08/17/2026 07:10PM ET,SD,3.43
,,,,,,,,,,,OF,Jahmai Jones (43854485),Jahmai Jones,43854485,OF,2300,ARI@BOS 08/17/2026 07:10PM ET,BOS,2.92
,,,,,,,,,,,OF,Jorge Barrosa (43854487),Jorge Barrosa,43854487,OF,2300,ARI@BOS 08/17/2026 07:10PM ET,ARI,2.66
,,,,,,,,,,,2B/SS,Alika Williams (43854482),Alika Williams,43854482,2B/SS,2300,ATH@KC 08/17/2026 07:40PM ET,ATH,3.62
,,,,,,,,,,,C,Henry Davis (43854484),Henry Davis,43854484,C,2300,DET@PIT 08/17/2026 07:05PM ET,PIT,4.51
,,,,,,,,,,,OF,Jase Bowen (43854486),Jase Bowen,43854486,OF,2300,SD@NYM 08/17/2026 07:10PM ET,SD,2.32
,,,,,,,,,,,3B,Josh Rojas (43854491),Josh Rojas,43854491,3B,2200,ATH@KC 08/17/2026 07:40PM ET,KC,3.4
,,,,,,,,,,,C,Drew Romo (43854490),Drew Romo,43854490,C,2200,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.26
,,,,,,,,,,,3B/SS,Sung-Mun Song (43854488),Sung-Mun Song,43854488,3B/SS,2200,SD@NYM 08/17/2026 07:10PM ET,SD,4.03
,,,,,,,,,,,SS,Ha-Seong Kim (43854496),Ha-Seong Kim,43854496,SS,2100,ATL@MIN 08/17/2026 07:40PM ET,ATL,1.81
,,,,,,,,,,,C,Luke Maile (43854492),Luke Maile,43854492,C,2100,ATH@KC 08/17/2026 07:40PM ET,KC,5
,,,,,,,,,,,OF,Billy Cook (43854495),Billy Cook,43854495,OF,2100,DET@PIT 08/17/2026 07:05PM ET,PIT,1.28
,,,,,,,,,,,2B/3B,Jorge Polanco (43854493),Jorge Polanco,43854493,2B/3B,2100,SD@NYM 08/17/2026 07:10PM ET,NYM,3.47
,,,,,,,,,,,1B/3B,Brett Harris (43854568),Brett Harris,43854568,1B/3B,2000,ARI@BOS 08/17/2026 07:10PM ET,BOS,1
,,,,,,,,,,,1B,Triston Casas (43854593),Triston Casas,43854593,1B,2000,ARI@BOS 08/17/2026 07:10PM ET,BOS,0
,,,,,,,,,,,2B,Kristian Campbell (43854596),Kristian Campbell,43854596,2B,2000,ARI@BOS 08/17/2026 07:10PM ET,BOS,0
,,,,,,,,,,,OF,Nate Eaton (43854599),Nate Eaton,43854599,OF,2000,ARI@BOS 08/17/2026 07:10PM ET,BOS,4.5
,,,,,,,,,,,1B,LuJames Groover (43854602),LuJames Groover,43854602,1B,2000,ARI@BOS 08/17/2026 07:10PM ET,ARI,4.2
,,,,,,,,,,,SS,Tsung-Che Cheng (43854605),Tsung-Che Cheng,43854605,SS,2000,ARI@BOS 08/17/2026 07:10PM ET,BOS,4.57
,,,,,,,,,,,SS,Jacob Amaya (43854619),Jacob Amaya,43854619,SS,2000,ARI@BOS 08/17/2026 07:10PM ET,ARI,0
,,,,,,,,,,,C,Sean Murphy (43854497),Sean Murphy,43854497,C,2000,ATL@MIN 08/17/2026 07:40PM ET,ATL,1.78
,,,,,,,,,,,SS,Tristan Gray (43854564),Tristan Gray,43854564,SS,2000,ATL@MIN 08/17/2026 07:40PM ET,MIN,4.20
,,,,,,,,,,,OF,Gabriel Gonzalez (43854565),Gabriel Gonzalez,43854565,OF,2000,ATL@MIN 08/17/2026 07:40PM ET,MIN,9
,,,,,,,,,,,OF,Hendry Mendez (43854582),Hendry Mendez,43854582,OF,2000,ATL@MIN 08/17/2026 07:40PM ET,MIN,0
,,,,,,,,,,,OF,Emmanuel Rodriguez (43854584),Emmanuel Rodriguez,43854584,OF,2000,ATL@MIN 08/17/2026 07:40PM ET,MIN,0
,,,,,,,,,,,OF,Ben Gamel (43854588),Ben Gamel,43854588,OF,2000,ATL@MIN 08/17/2026 07:40PM ET,ATL,0
,,,,,,,,,,,OF,Jurickson Profar (43854591),Jurickson Profar,43854591,OF,2000,ATL@MIN 08/17/2026 07:40PM ET,ATL,0
,,,,,,,,,,,OF,Kyler Fedko (43854610),Kyler Fedko,43854610,OF,2000,ATL@MIN 08/17/2026 07:40PM ET,MIN,0.57
,,,,,,,,,,,OF,DaShawn Keirsey Jr. (43854614),DaShawn Keirsey Jr.,43854614,OF,2000,ATL@MIN 08/17/2026 07:40PM ET,ATL,0
,,,,,,,,,,,C,Chuckie Robinson (43854579),Chuckie Robinson,43854579,C,2000,LAD@COL 08/17/2026 08:40PM ET,LAD,1.25
,,,,,,,,,,,C,Eliezer Alfonzo (43854580),Eliezer Alfonzo,43854580,C,2000,LAD@COL 08/17/2026 08:40PM ET,LAD,2.75
,,,,,,,,,,,OF,Ryan Ward (43854581),Ryan Ward,43854581,OF,2000,LAD@COL 08/17/2026 08:40PM ET,LAD,5.75
,,,,,,,,,,,3B/OF,Kris Bryant (43854594),Kris Bryant,43854594,3B/OF,2000,LAD@COL 08/17/2026 08:40PM ET,COL,0
,,,,,,,,,,,2B/OF,Tyler Fitzgerald (43854597),Tyler Fitzgerald,43854597,2B/OF,2000,LAD@COL 08/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,2B/3B,Chad Stevens (43854600),Chad Stevens,43854600,2B/3B,2000,LAD@COL 08/17/2026 08:40PM ET,COL,1.31
,,,,,,,,,,,2B,Alex Freeland (43854604),Alex Freeland,43854604,2B,2000,LAD@COL 08/17/2026 08:40PM ET,LAD,4.38
,,,,,,,,,,,2B,Ryan Ritter (43854622),Ryan Ritter,43854622,2B,2000,LAD@COL 08/17/2026 08:40PM ET,COL,0.83
,,,,,,,,,,,OF,Brent Rooker (43854592),Brent Rooker,43854592,OF,2000,ATH@KC 08/17/2026 07:40PM ET,ATH,7
,,,,,,,,,,,SS,Darell Hernaiz (43854603),Darell Hernaiz,43854603,SS,2000,ATH@KC 08/17/2026 07:40PM ET,ATH,3.77
,,,,,,,,,,,OF,Denzel Clarke (43854609),Denzel Clarke,43854609,OF,2000,ATH@KC 08/17/2026 07:40PM ET,ATH,3.04
,,,,,,,,,,,OF,Matthew Lugo (43854617),Matthew Lugo,43854617,OF,2000,ATH@KC 08/17/2026 07:40PM ET,KC,0
,,,,,,,,,,,OF,Trei Cruz (43854498),Trei Cruz,43854498,OF,2000,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,SS,Jack Brannigan (43854502),Jack Brannigan,43854502,SS,2000,DET@PIT 08/17/2026 07:05PM ET,PIT,0
,,,,,,,,,,,OF,Robert Hassell III (43854570),Robert Hassell III,43854570,OF,2000,DET@PIT 08/17/2026 07:05PM ET,PIT,0
,,,,,,,,,,,OF,Johnathan Rodriguez (43854571),Johnathan Rodriguez,43854571,OF,2000,DET@PIT 08/17/2026 07:05PM ET,PIT,2.57
,,,,,,,,,,,C,Thayron Liranzo (43854587),Thayron Liranzo,43854587,C,2000,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,1B/3B,Nick Yorke (43854607),Nick Yorke,43854607,1B/3B,2000,DET@PIT 08/17/2026 07:05PM ET,PIT,4.18
,,,,,,,,,,,3B,Jace Jung (43854624),Jace Jung,43854624,3B,2000,DET@PIT 08/17/2026 07:05PM ET,DET,3
,,,,,,,,,,,OF,Brett Callahan (43859357),Brett Callahan,43859357,OF,2000,DET@PIT 08/17/2026 07:05PM ET,DET,14
,,,,,,,,,,,2B/3B,James Triantos (43854499),James Triantos,43854499,2B/3B,2000,CWS@CHC 08/17/2026 08:05PM ET,CHC,1.29
,,,,,,,,,,,C,Edgar Quero (43854563),Edgar Quero,43854563,C,2000,CWS@CHC 08/17/2026 08:05PM ET,CWS,3.82
,,,,,,,,,,,3B/OF,Tanner Murray (43854566),Tanner Murray,43854566,3B/OF,2000,CWS@CHC 08/17/2026 08:05PM ET,CWS,3.15
,,,,,,,,,,,1B/OF,Tyler Austin (43854585),Tyler Austin,43854585,1B/OF,2000,CWS@CHC 08/17/2026 08:05PM ET,CHC,0
,,,,,,,,,,,OF,Junior Perez (43854612),Junior Perez,43854612,OF,2000,CWS@CHC 08/17/2026 08:05PM ET,CWS,2.86
,,,,,,,,,,,OF,Rikuu Nishida (43854615),Rikuu Nishida,43854615,OF,2000,CWS@CHC 08/17/2026 08:05PM ET,CWS,2.58
,,,,,,,,,,,OF,Justin Dean (43854620),Justin Dean,43854620,OF,2000,CWS@CHC 08/17/2026 08:05PM ET,CHC,2.06
,,,,,,,,,,,OF,Kevin Alcantara (43854623),Kevin Alcantara,43854623,OF,2000,CWS@CHC 08/17/2026 08:05PM ET,CHC,2.2
,,,,,,,,,,,OF,Cristian Pache (43854501),Cristian Pache,43854501,OF,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,0.33
,,,,,,,,,,,OF,Ramon Laureano (43854572),Ramon Laureano,43854572,OF,2000,SD@NYM 08/17/2026 07:10PM ET,SD,6.58
,,,,,,,,,,,3B/OF,Andy Ibanez (43854573),Andy Ibanez,43854573,3B/OF,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,1.43
,,,,,,,,,,,2B/3B,Gage Workman (43854575),Gage Workman,43854575,2B/3B,2000,SD@NYM 08/17/2026 07:10PM ET,SD,3.61
,,,,,,,,,,,2B/SS,Mason McCoy (43854577),Mason McCoy,43854577,2B/SS,2000,SD@NYM 08/17/2026 07:10PM ET,SD,0
,,,,,,,,,,,C,Shawn Ross (43854583),Shawn Ross,43854583,C,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,8
,,,,,,,,,,,2B/3B,Christian Arroyo (43854589),Christian Arroyo,43854589,2B/3B,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,0
,,,,,,,,,,,1B,Eric Wagaman (43854606),Eric Wagaman,43854606,1B,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,2.78
,,,,,,,,,,,OF,Nick Morabito (43854611),Nick Morabito,43854611,OF,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,0.4
,,,,,,,,,,,C,Hayden Senger (43854613),Hayden Senger,43854613,C,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,3
,,,,,,,,,,,2B,Will Wagner (43854616),Will Wagner,43854616,2B,2000,SD@NYM 08/17/2026 07:10PM ET,SD,3.69
,,,,,,,,,,,SS,Ronny Mauricio (43854618),Ronny Mauricio,43854618,SS,2000,SD@NYM 08/17/2026 07:10PM ET,NYM,2.82
,,,,,,,,,,,C,Rodolfo Duran (43854621),Rodolfo Duran,43854621,C,2000,SD@NYM 08/17/2026 07:10PM ET,SD,2.90
,,,,,,,,,,,C,Blake Hunt (43854625),Blake Hunt,43854625,C,2000,SD@NYM 08/17/2026 07:10PM ET,SD,0
